country,year,countryyear,iso3c,iso3n,cowcode,hrmicode,disap_mean,disap_sd,disap_lo,disap_hi,exkill_mean,exkill_sd,exkill_lo,exkill_hi,arrest_mean,arrest_sd,arrest_lo,arrest_hi,tort_mean,tort_sd,tort_lo,tort_hi,dpex_mean,dpex_sd,dpex_lo,dpex_hi,express_mean,express_sd,express_lo,express_hi,polpart_mean,polpart_sd,polpart_lo,polpart_hi,assem_mean,assem_sd,assem_lo,assem_hi,rel_mean,rel_sd,rel_lo,rel_hi,physint_mean,physint_sd,physint_lo,physint_hi,empower_mean,empower_sd,empower_lo,empower_hi
Malaysia,2022,MYS2022,MYS,458,820,41,7.9395666,.2811304,7.5797195,8.2994137,7.4955182,.4140493,6.9655352,8.0255013,5.964139,.34500125,5.5225372,6.4057407,5.4809761,.25004417,5.1609197,5.8010325,10,0,10,10,3.8820062,.23014531,3.5874202,4.1765924,6.4121809,.32063699,6.0017657,6.8225961,4.033124,.28180015,3.6724198,4.3938284,4.9550633,.98362601,3.696022,6.2141047,6.7761431,.74460572,5.8230476,7.7292385,4.3831134,.65052032,3.5504475,5.2157793
Malaysia,2023,MYS2023,MYS,458,820,41,6.9786482,.5602929,6.2614732,7.6958232,6.7984052,.87817615,5.6743398,7.9224706,5.2478175,.62845796,4.4433913,6.0522437,5.6208959,.52177513,4.9530239,6.2887678,10,0,10,10,3.999243,.42806599,3.4513185,4.5471673,6.8454814,.63504207,6.0326276,7.6583352,4.2749424,.44009626,3.7116191,4.8382654,4.7107091,.93015265,3.5201137,5.9013047,5.8091445,.77814788,4.8131151,6.8051739,4.7756691,.68766493,3.895458,5.65588
Taiwan,2019,TWN2019,TWN,,713,42,9.2266169,.22910352,8.9333639,9.5198698,8.3134975,.19473346,8.0642385,8.5627565,7.6588712,.25685641,7.3300948,7.9876475,7.1669121,.21066108,6.8972659,7.4365582,10,0,10,10,6.9282665,.18875238,6.6866636,7.1698694,7.1783619,.18946798,6.935843,7.4208808,7.2259011,.20328018,6.9657025,7.4860997,,,,,8.2686157,.74664873,7.3129053,9.2243261,7.072268,.66212058,6.2247539,7.9197822
Taiwan,2020,TWN2020,TWN,,713,42,8.8361664,.14050709,8.6563177,9.0160151,8.4636326,.13002618,8.2971992,8.6300659,8.0110683,.15927461,7.8071966,8.2149401,6.9894891,.16282941,6.7810674,7.1979108,8.1744137,.082507528,8.0688038,8.2800236,6.8344402,.15741952,6.6329432,7.0359373,7.2354326,.14943554,7.0441551,7.4267101,7.0617995,.1529244,6.8660564,7.2575426,,,,,7.9436455,.71293825,7.0310845,8.8562069,6.9885116,.65236998,6.1534781,7.823545
Taiwan,2021,TWN2021,TWN,,713,42,8.6535959,.11955078,8.5005713,8.8066206,8.6653938,.12140793,8.5099916,8.820796,8.1740379,.14042068,7.9942994,8.353776,6.8559341,.16829419,6.6405177,7.0713506,10,0,10,10,7.0178857,.20114399,6.7604213,7.2753501,7.0038133,.18992952,6.7607036,7.246923,6.7698226,.19643822,6.5183816,7.0212636,8.9464025,.34065741,8.5103607,9.3824444,8.0472641,.71033424,7.1380363,8.9564915,6.9930716,.63552231,6.1796031,7.80654
Taiwan,2022,TWN2022,TWN,,713,42,8.6278515,.13983406,8.448864,8.806839,8.6078167,.14668134,8.4200649,8.7955685,8.0254107,.19131987,7.7805214,8.2702999,7.0426731,.20036635,6.7862043,7.2991419,10,0,10,10,7.5941458,.22341967,7.3081684,7.8801231,6.4003649,.26098037,6.0663099,6.7344198,6.9707704,.19957793,6.7153106,7.2262301,9.193469,.29297045,8.8184671,9.568471,8.0695381,.71318489,7.1566615,8.9824152,7.0692463,.6410594,6.2486901,7.8898025
Taiwan,2023,TWN2023,TWN,,713,42,8.4007311,.25566521,8.0734797,8.7279825,8.4033947,.26606432,8.0628328,8.7439566,7.8221312,.3735331,7.3440089,8.3002539,7.0726004,.34620163,6.6294622,7.5157385,10,0,10,10,7.6211934,.39887837,7.1106291,8.1317577,6.6390567,.50593567,5.9914589,7.2866545,7.0160241,.40942201,6.4919639,7.5400844,9.2364483,.5903396,8.480814,9.9920826,7.6945415,.71360081,6.7811322,8.6079502,7.2470956,.72697544,6.3165669,8.1776237
China,2020,CHN2020,CHN,156,710,43,4.1589794,.17369664,3.9366477,4.3813109,6.0451002,.18110481,5.8132858,6.2769146,3.7922804,.15559056,3.5931246,3.9914362,3.5655377,.17135666,3.3462012,3.7848742,2.2657692,.44530845,1.6957744,2.8357642,2.3589411,.12683073,2.1965978,2.5212843,1.9651828,.14717904,1.7767936,2.1535718,1.9603493,.14690591,1.7723098,2.1483889,,,,,2.8713446,.71866679,1.9514511,3.7912381,1.6134002,.66039103,.76809973,2.4587007
China,2021,CHN2021,CHN,156,710,43,4.2320509,.13394815,4.0605974,4.4035044,6.0857544,.14064607,5.9057274,6.2657814,3.8800848,.13518515,3.7070477,4.0531216,3.5973554,.12864524,3.4326894,3.7620213,2.257798,.35561574,1.8026098,2.712986,2.3129656,.10839352,2.174222,2.4517093,1.954692,.12710308,1.7920001,2.117384,1.8374035,.10497425,1.7030365,1.9717705,2.250649,.17500411,2.0266438,2.4746542,2.9498396,.71552408,2.0339687,3.8657105,1.5161716,.64440548,.69133258,2.3410106
China,2022,CHN2022,CHN,156,710,43,4.2432027,.17835885,4.0149035,4.4715018,5.9117241,.19516934,5.6619072,6.161541,3.7841139,.15490273,3.5858383,3.9823895,3.5628726,.15311304,3.366888,3.7588573,1.6406921,.45732707,1.0553135,2.2260709,2.3627582,.12143882,2.2073164,2.5181999,2.1617007,.19105947,1.9171447,2.4062569,1.8951588,.13996987,1.7159973,2.0743203,2.4391472,.12954471,2.27333,2.6049645,2.7924562,.72292316,1.8671145,3.7177978,1.6276101,.64609742,.80060542,2.4546149
China,2023,CHN2023,CHN,156,710,43,4.3334947,.2759831,3.9802363,4.6867528,5.6680107,.29020649,5.2965465,6.039475,3.8167508,.21690881,3.5391076,4.0943942,3.629143,.20597173,3.3654993,3.8927867,1.0000002,.67532736,.13558121,1.8644192,2.4152122,.19150826,2.1700816,2.6603427,2.7697606,.40142661,2.2559345,3.2835867,2.2737904,.27790534,1.9180715,2.6295092,2.5471635,.18182208,2.3144312,2.7798958,2.6438119,.74268198,1.693179,3.594445,1.9139695,.65396106,1.0768994,2.7510397
India,2020,IND2020,IND,356,750,44,6.1690454,.48986629,5.5420165,6.7960744,5.5229397,.45344329,4.9425321,6.1033473,4.0015182,.44415626,3.4329982,4.5700383,4.2871332,.52069569,3.6206427,4.9536238,7.7119455,.32037786,7.3018618,8.1220293,3.3453674,.20882176,3.0780756,3.6126592,6.3674397,.54859507,5.6652379,7.0696416,3.0509322,.21566227,2.7748845,3.3269799,,,,,4.2061234,.82515103,3.14993,5.2623167,3.6988182,.67354643,2.8366787,4.5609574
India,2021,IND2021,IND,356,750,44,6.2934179,.26655141,5.9522324,6.6346035,5.7925372,.3141824,5.3903837,6.1946907,4.5834136,.23937774,4.27701,4.8898172,4.3897128,.31314039,3.988893,4.7905326,10,0,10,10,3.5561953,.16824466,3.340842,3.7715485,5.9717507,.3350929,5.5428319,6.4006696,3.5817595,.15525021,3.3830392,3.7804797,3.4299548,.26629516,3.089097,3.7708125,4.7911849,.72315812,3.8655424,5.7168274,3.9090741,.65345889,3.0726466,4.7455015
India,2022,IND2022,IND,356,750,44,5.8876781,.21487843,5.6126337,6.1627226,4.8928609,.2306142,4.5976748,5.1880469,3.9037385,.1665747,3.6905229,4.1169543,4.0279546,.19762798,3.7749908,4.2809186,10,0,10,10,3.4110365,.14058267,3.2310908,3.5909822,5.2100644,.2617023,4.8750854,5.5450435,3.6105587,.13790101,3.4340456,3.7870719,3.4032221,.15725707,3.2019331,3.604511,3.9701507,.7138018,3.0564845,4.8838172,3.5833399,.64503801,2.7576914,4.4089885
India,2023,IND2023,IND,356,750,44,5.638411,.27384105,5.2878947,5.9889274,4.6088471,.21802257,4.3297782,4.8879161,3.7870958,.19274889,3.5403771,4.0338144,3.8910568,.23430069,3.591152,4.1909618,10,0,10,10,3.2409549,.20303264,2.9810731,3.5008366,4.3295956,.28043443,3.9706395,4.6885514,3.2315097,.19023809,2.9880049,3.4750144,3.2984006,.21737437,3.0201614,3.5766399,3.8376062,.73684299,2.8944471,4.7807651,3.1604149,.65786284,2.3183506,4.0024796
Bangladesh,2021,BGD2021,BGD,50,771,45,4.5272713,.42048442,3.9890511,5.0654912,4.5821295,.42683893,4.0357757,5.1284833,3.9839566,.41793928,3.4489944,4.518919,4.2036119,.46911216,3.6031482,4.8040752,6.3262353,.80512637,5.2956734,7.3567972,3.4851227,.37377861,3.006686,3.9635594,3.7162645,.31249049,3.3162766,4.1162524,4.5301862,.46442139,3.9357269,5.1246457,5.5103164,.74995303,4.5503764,6.4702563,2.7739329,.72941536,1.8402812,3.7075846,3.6505179,.6732884,2.7887087,4.5123272
Bangladesh,2022,BGD2022,BGD,50,771,45,5.1043229,.26678577,4.7628369,5.4458089,5.3464866,.24862292,5.0282493,5.6647239,3.8659644,.23551732,3.5645022,4.1674266,4.298573,.25116926,3.9770763,4.6200695,6.2451239,.33047444,5.8221164,6.6681314,3.4297948,.17816383,3.201745,3.6578445,3.8077457,.26281717,3.4713397,4.1441517,3.7573125,.22829711,3.4650922,4.0495329,5.9535933,.47506866,5.3455052,6.5616813,3.4113131,.72422409,2.4843063,4.3383198,3.4205568,.64945638,2.5892527,4.2518611
Bangladesh,2023,BGD2023,BGD,50,771,45,5.3549933,.46509507,4.7596717,5.950315,5.5703068,.31902188,5.1619587,5.9786549,3.1034756,.35037792,2.6549919,3.5519593,4.0985136,.3110511,3.7003682,4.4966588,5.7118039,.61634845,4.9228778,6.50073,3.381809,.29393438,3.005573,3.758045,3.1540954,.36695069,2.6843984,3.6237924,3.5095356,.28941515,3.1390841,3.879987,5.5567117,.73171216,4.62012,6.4933033,3.8092124,.74003273,2.8619707,4.7564545,2.9806325,.66684991,2.1270647,3.8342004
Maldives,2021,MDV2021,MDV,462,781,46,8.1236439,.43270576,7.5697803,8.6775074,7.8115892,.50543463,7.1646328,8.4585457,5.6813474,.35795218,5.2231684,6.1395264,6.492837,.34937802,6.0456333,6.9400406,10,0,10,10,5.0732231,.51862597,4.4093819,5.7370644,5.6923871,.74968356,4.7327924,6.6519818,4.3077431,.42273912,3.7666371,4.8488493,,,,,7.2250009,.73556697,6.2834749,8.1665268,4.7294893,.69997764,3.833518,5.6254606
Maldives,2022,MDV2022,MDV,462,781,46,7.9828916,.4283281,7.4346318,8.5311518,7.7493672,.41021091,7.224297,8.274437,5.5549955,.38245466,5.0654535,6.0445375,6.2741222,.35044801,5.8255486,6.7226958,10,0,10,10,4.6927681,.31191349,4.293519,5.0920172,6.3142085,.51454353,5.6555929,6.9728241,4.4366603,.2839261,4.073235,4.8000855,1.7772644,.5506649,1.0724133,2.4821155,6.953793,.76716775,5.9718184,7.9357677,4.7205591,.73673642,3.7775364,5.6635818
Maldives,2023,MDV2023,MDV,462,781,46,7.5163631,.81173372,6.477344,8.5553827,7.5124693,.70445776,6.6107635,8.414175,5.3270159,.76511508,4.3476686,6.3063631,6.2799978,.74385715,5.3278608,7.2321348,10,0,10,10,4.7160707,.5522691,4.0091662,5.4229751,6.4319887,.66462427,5.5812697,7.2827077,4.0965562,.39749813,3.5877585,4.6053538,1.7845924,.54018825,1.0931515,2.4760334,6.4371085,.78575099,5.4313474,7.4428697,4.5106635,.70344663,3.6102519,5.4110751
Thailand,2021,THA2021,THA,764,800,47,6.9625192,.34347236,6.5228744,7.402164,6.1380715,.56774104,5.4113631,6.8647799,3.5873902,.50725514,2.9381037,4.2366767,5.3888741,.32990456,4.9665961,5.811152,10,0,10,10,3.5880179,.30125153,3.2024159,3.9736199,5.1250267,.5152384,4.4655213,5.7845321,3.4950466,.37165231,3.0193317,3.9707615,,,,,5.4025321,.90975899,4.2380404,6.5670238,3.6818147,.67937404,2.8122158,4.5514135
Thailand,2022,THA2022,THA,764,800,47,7.3562627,.27681047,7.0019455,7.7105799,6.6494055,.41265583,6.1212058,7.1776052,3.9094443,.32725465,3.4905584,4.3283305,5.6663666,.30815092,5.2719336,6.0607996,10,0,10,10,3.7277453,.23526721,3.4266033,4.0288873,4.8281069,.37855804,4.3435526,5.3126612,4.0666327,.2547667,3.7405314,4.3927341,7.6499267,1.4262689,5.8243022,9.4755507,5.8176355,.72614896,4.888165,6.7471061,4.0802412,.63598716,3.2661777,4.8943048
Thailand,2023,THA2023,THA,764,800,47,8.1620827,.62187546,7.3660822,8.9580832,7.2798305,.49628249,6.6445889,7.915072,4.4553547,.68210518,3.5822601,5.3284492,5.8965087,.78473067,4.8920536,6.9009638,10,0,10,10,4.3826571,.449099,3.8078103,4.9575038,5.2032819,.67150426,4.3437562,6.0628076,5.1542621,.48980126,4.5273166,5.7812076,7.645597,1.3928705,5.8627229,9.4284716,6.726162,.90196854,5.5716424,7.8806815,4.8425431,.70883673,3.9352322,5.7498541
Singapore,2022,SGP2022,SGP,702,830,49,8.4107656,.31661481,8.0054989,8.8160324,8.2529869,.31997219,7.8434224,8.6625509,6.6262894,.3118189,6.2271614,7.0254173,6.8323522,.49662146,6.1966767,7.4680276,6.0001736,.52714127,5.3254328,6.6749144,4.3462858,.45747465,3.7607183,4.9318533,6.0016909,.68890035,5.1198983,6.8834834,3.2342763,.41745666,2.6999319,3.7686207,6.4230337,.55046749,5.7184353,7.1276321,7.2318673,.76517564,6.2524424,8.2112923,4.089519,.67261332,3.228574,4.9504642
Singapore,2023,SGP2023,SGP,702,830,49,8.4037094,.31319803,8.0028162,8.8046026,8.3797712,.33211565,7.9546633,8.8048792,6.6247034,.32539997,6.2081914,7.0412154,6.8395958,.50030971,6.1991992,7.4799924,6.4875793,.5037961,5.8427205,7.1324382,4.3166046,.45814586,3.7301779,4.9030313,5.9995928,.66093701,5.1535935,6.845592,3.1238387,.36727485,2.6537268,3.5939505,6.3701611,.54912698,5.6672783,7.0730438,7.2942677,.74338251,6.3427382,8.2457972,4.1904063,.71288514,3.2779133,5.1028991
Sri Lanka,2022,LKA2022,LKA,144,780,50,7.0471997,.2928758,6.6723189,7.4220805,5.8947005,.29895112,5.512043,6.2773581,3.8687336,.25873855,3.5375483,4.1999187,3.9371371,.28239697,3.5756691,4.2986054,10,0,10,10,3.7797666,.22263376,3.4947953,4.0647378,4.2914329,.32349387,3.8773608,4.7055049,3.6215391,.21342033,3.348361,3.8947172,5.9730983,.43788487,5.4126058,6.5335908,5.0905628,.74013633,4.1431885,6.0379372,3.6102104,.68038094,2.7393229,4.4810982
Sri Lanka,2023,LKA2023,LKA,144,780,50,7.356123,.28237337,6.9946852,7.7175608,6.0604873,.26114449,5.7262225,6.394752,4.6950798,.22807261,4.4031467,4.9870129,4.5386925,.23355417,4.2397432,4.8376417,10,0,10,10,3.5611646,.2312759,3.2651315,3.8571978,3.7750573,.34471044,3.333828,4.2162867,3.5479157,.22776654,3.2563746,3.8394568,6.0314498,.38186914,5.5426574,6.5202422,5.44103,.72993553,4.5067124,6.3753476,3.3700743,.65759593,2.5283515,4.2117972
