country,year,countryyear,iso3c,iso3n,cowcode,hrmicode,disap_mean,disap_sd,disap_lo,disap_hi,exkill_mean,exkill_sd,exkill_lo,exkill_hi,arrest_mean,arrest_sd,arrest_lo,arrest_hi,tort_mean,tort_sd,tort_lo,tort_hi,dpex_mean,dpex_sd,dpex_lo,dpex_hi,express_mean,express_sd,express_lo,express_hi,polpart_mean,polpart_sd,polpart_lo,polpart_hi,assem_mean,assem_sd,assem_lo,assem_hi,rel_mean,rel_sd,rel_lo,rel_hi,physint_mean,physint_sd,physint_lo,physint_hi,empower_mean,empower_sd,empower_lo,empower_hi
Angola,2017,AGO2017,AGO,24,540,1,6.4641614,.89810622,5.3145852,7.6137376,5.0889416,.7123915,4.1770806,6.0008025,3.7899294,.49456775,3.1568828,4.422976,3.4392095,.51408279,2.7811835,4.0972352,10,0,10,10,3.4531848,1.3755578,1.6924709,5.2138987,3.0862069,.78368896,2.0830851,4.0893288,2.7237363,.87913299,1.598446,3.8490264,,,,,4.4018683,.79570484,3.3833661,5.4203706,2.7355831,.7373814,1.7917349,3.6794312
Angola,2018,AGO2018,AGO,24,540,1,7.1740689,.4911924,6.5453424,7.8027954,5.2830458,.31339714,4.8818974,5.6841941,4.8502078,.36783502,4.3793788,5.3210368,4.4587679,.37151873,3.9832239,4.9343119,10,0,10,10,4.7582421,.44025645,4.1947141,5.3217702,4.8589058,.508757,4.2076969,5.5101147,4.8665619,.4062832,4.3465195,5.3866043,,,,,5.1228848,.8127929,4.08251,6.1632595,4.5804725,.70110404,3.6830592,5.4778857
Angola,2019,AGO2019,AGO,24,540,1,6.3579597,.62610495,5.5565453,7.1593742,5.0296884,.35060617,4.5809126,5.4784641,4.9702744,.51206434,4.3148322,5.6257167,4.9023504,.43827674,4.3413563,5.4633446,10,0,10,10,4.1257744,.32163653,3.7140796,4.5374689,4.3426576,.46488318,3.747607,4.9377079,4.7929449,.49533617,4.1589146,5.4269753,,,,,4.4865541,.7900359,3.4753082,5.4977999,4.2263622,.67112136,3.367327,5.0853977
Angola,2020,AGO2020,AGO,24,540,1,5.4535308,.79278618,4.4387646,6.468297,3.8449578,.50491977,3.1986606,4.4912553,4.24543,.74019867,3.2979758,5.1928844,4.7541127,.77037019,3.768039,5.7401867,10,0,10,10,3.3764799,.49451986,2.7434945,4.0094652,3.2421777,.45614561,2.6583114,3.8260441,2.9024665,.39196557,2.4007506,3.4041824,,,,,3.4381959,.92427093,2.2551291,4.6212626,2.7098813,.69114065,1.8252213,3.5945413
Angola,2021,AGO2021,AGO,24,540,1,4.9639015,.58829677,4.2108817,5.7169213,4.1658978,.46966472,3.5647271,4.7670689,3.8856063,.61613005,3.0969598,4.674253,3.6006596,.52855122,2.924114,4.277205,10,0,10,10,3.3929496,.51671779,2.7315507,4.0543485,4.0492949,.85748935,2.9517086,5.1468811,3.3264351,.50639576,2.6782484,3.9746218,,,,,3.1217816,.84936386,2.0345957,4.2089672,2.9963226,.73629516,2.0538647,3.9387805
Angola,2022,AGO2022,AGO,24,540,1,5.1297445,.94197273,3.9240193,6.3354697,5.2241364,.80556691,4.1930108,6.2552619,4.3178172,.42139795,3.7784278,4.8572068,3.6889608,.68716675,2.8093874,4.5685344,10,0,10,10,3.2963624,.45753235,2.710721,3.8820038,3.6108274,.68690562,2.7315884,4.4900665,3.1677935,.39050537,2.6679466,3.6676404,6.1736484,1.4727222,4.2885642,8.058733,3.5486863,.93831003,2.3476493,4.749723,2.9122653,.71171767,2.0012667,3.8232639
Angola,2023,AGO2023,AGO,24,540,1,6.7271938,1.1224476,5.2904611,8.1639271,7.7604566,.77806079,6.7645388,8.7563744,5.0632658,.77488106,4.0714178,6.0551138,4.0301518,1.1228375,2.5929198,5.4673839,10,0,10,10,4.1996646,.89518011,3.053834,5.3454952,4.6047111,1.4324363,2.7711926,6.4382296,3.3339603,.79959661,2.3104765,4.3574438,6.7875295,.89543509,5.6413727,7.9336863,6.4219213,1.2331095,4.8435411,8.0003014,3.6211987,.85314566,2.5291722,4.7132249
Australia,2017,AUS2017,AUS,36,900,2,8.3601046,.21168223,8.0891514,8.6310577,8.0832767,.2219573,7.7991714,8.367382,6.2898517,.44379526,5.7217937,6.8579097,5.9268203,.4517602,5.348567,6.5050735,10,0,10,10,6.9366026,.87030977,5.8226061,8.0505991,8.4097958,.65113336,7.576345,9.2432461,6.9727874,.6776945,6.1053386,7.8402362,,,,,7.2650952,.70923787,6.3572707,8.1729193,7.1736851,.86390239,6.0678902,8.27948
Australia,2018,AUS2018,AUS,36,900,2,8.4525719,.18356723,8.2176056,8.6875381,7.5767074,.24048682,7.2688842,7.8845305,6.2679358,.27447075,5.9166131,6.6192584,5.7588196,.26241702,5.4229259,6.0947132,10,0,10,10,6.111105,.30992693,5.7143984,6.5078115,7.7513509,.26611733,7.4107208,8.0919809,6.720253,.32209709,6.3079686,7.1325374,,,,,7.182004,.72896135,6.2489333,8.1150742,6.7764707,.67286873,5.9151988,7.6377425
Australia,2019,AUS2019,AUS,36,900,2,8.6249771,.2469607,8.3088675,8.9410868,6.6917758,.21826227,6.4124002,6.9711514,6.0955853,.21764106,5.8170047,6.374166,5.6277962,.17580442,5.4027667,5.8528256,10,0,10,10,5.9124508,.21127424,5.6420197,6.1828818,7.416738,.18064249,7.1855159,7.6479602,7.1311603,.27410552,6.7803054,7.4820151,,,,,6.7864223,.71878457,5.8663778,7.7064667,6.7829552,.65304887,5.9470525,7.6188579
Australia,2020,AUS2020,AUS,36,900,2,9.0491457,.19732845,8.7965651,9.3017263,7.2016401,.26977378,6.8563299,7.5469503,6.7142754,.25865182,6.3832011,7.0453496,5.7918239,.22561735,5.5030336,6.0806141,10,0,10,10,6.1993837,.24564214,5.8849616,6.5138059,7.2825537,.20099199,7.0252838,7.5398235,6.5474038,.30942762,6.1513367,6.943471,,,,,7.4058719,.71822524,6.4865437,8.3252001,6.6270881,.64783305,5.7978616,7.4563146
Australia,2021,AUS2021,AUS,36,900,2,8.7508907,.27709034,8.3962154,9.105566,7.9724593,.37916645,7.4871264,8.4577923,7.3260841,.29016837,6.9546685,7.6974998,6.0099897,.33697256,5.5786648,6.4413147,10,0,10,10,6.6714697,.33579087,6.2416573,7.1012821,6.9958119,.32498214,6.5798349,7.4117889,6.7128577,.39747453,6.2040901,7.2216253,,,,,7.6523585,.77066308,6.6659098,8.6388073,6.8246746,.70006394,5.9285927,7.7207565
Australia,2022,AUS2022,AUS,36,900,2,8.3947067,.36066389,7.9330568,8.8563566,7.623095,.4190664,7.0866899,8.1595001,6.5265064,.39575842,6.0199356,7.0330772,6.1138587,.31658819,5.7086258,6.5190916,10,0,10,10,6.8320575,.40369552,6.3153272,7.3487878,7.2929373,.43633857,6.7344241,7.8514504,6.6582017,.45440483,6.0765634,7.23984,7.4662104,.73800749,6.5215607,8.4108601,7.2920232,.74110502,6.3434086,8.2406378,6.7724833,.69774753,5.8793664,7.6656003
Australia,2023,AUS2023,AUS,36,900,2,8.7987003,.52681196,8.1243811,9.4730196,8.0469122,.57292521,7.3135681,8.7802563,6.321331,.67126662,5.4621096,7.1805525,6.4616203,.53583741,5.7757483,7.1474924,10,0,10,10,6.5010223,.76086342,5.5271173,7.4749274,7.0687432,.81889278,6.0205603,8.1169262,6.4498329,.89024854,5.3103147,7.5893512,7.4653068,.74526912,6.5113621,8.4192514,7.6901197,.8641746,6.5839763,8.7962637,6.3704157,.82553673,5.3137288,7.4271026
Brazil,2017,BRA2017,BRA,76,140,3,5.5876346,.4684535,4.9880142,6.1872549,3.6402752,.45110232,3.0628643,4.2176862,4.8308253,.43234727,4.277421,5.3842297,3.3691497,.49937338,2.7299519,4.0083475,10,0,10,10,5.6276803,.79915404,4.604763,6.6505976,5.4193287,.73044497,4.4843593,6.3542981,6.0872931,.87435156,4.968123,7.2064633,,,,,3.2281263,.75887054,2.256772,4.1994805,5.6231847,.7456494,4.6687536,6.5776157
Brazil,2018,BRA2018,BRA,76,140,3,5.4442935,.29668045,5.0645423,5.8240447,3.532027,.18305042,3.2977226,3.7663314,4.4649882,.3075214,4.0713611,4.8586154,3.7036407,.23599476,3.4015675,4.0057139,10,0,10,10,5.1890802,.23061715,4.8938904,5.4842701,5.3817315,.32783294,4.9621053,5.8013577,5.7807426,.34449306,5.3397913,6.221694,,,,,3.1214628,.72910851,2.1882038,4.0547218,5.3424039,.64154255,4.5212293,6.1635785
Brazil,2019,BRA2019,BRA,76,140,3,5.2156782,.37718022,4.7328877,5.6984687,3.2912676,.16045675,3.0858829,3.4966524,3.6743755,.30192214,3.2879152,4.0608358,3.7161002,.19154277,3.4709256,3.9612749,10,0,10,10,4.0347962,.15448382,3.8370569,4.2325354,5.3742843,.28486663,5.009655,5.7389135,5.4299164,.28446236,5.0658045,5.7940283,,,,,2.9141455,.72401386,1.9874077,3.8408833,4.7631364,.6661334,3.9104857,5.615787
Brazil,2020,BRA2020,BRA,76,140,3,5.2927527,.42235327,4.7521405,5.833365,3.8329625,.26021621,3.4998858,4.1660395,4.6619735,.34558764,4.2196212,5.1043258,3.6443739,.26022238,3.3112893,3.9774585,10,0,10,10,4.1727133,.19890769,3.9181113,4.4273152,5.5149059,.3795552,5.0290751,6.0007367,5.7353587,.42521876,5.1910787,6.2796388,,,,,3.351754,.75669008,2.3831906,4.3203173,4.9933577,.71578658,4.0771508,5.9095645
Brazil,2021,BRA2021,BRA,76,140,3,5.8894386,.44367173,5.3215389,6.4573383,4.4505591,.33303955,4.0242686,4.8768497,5.4199634,.35973096,4.9595079,5.8804188,4.2779908,.37022865,3.8040981,4.7518835,10,0,10,10,3.9097064,.27907068,3.552496,4.2669168,5.0327125,.37616304,4.5512238,5.5142012,5.5400367,.49420166,4.9074588,6.1726146,,,,,3.954124,.76811701,2.9709342,4.9373136,4.5779972,.72318321,3.6523228,5.5036716
Brazil,2022,BRA2022,BRA,76,140,3,5.7974243,.46637037,5.2004704,6.3943782,4.5922771,.34467182,4.1510973,5.0334568,5.2497692,.43358344,4.6947823,5.8047562,4.3452244,.39264545,3.8426383,4.8478107,10,0,10,10,4.019556,.34876007,3.5731432,4.4659691,4.0776243,.33773375,3.6453252,4.5099235,5.3762774,.45508555,4.7937679,5.958787,6.807394,.73630905,5.8649182,7.7498698,3.9435632,.75078279,2.9825613,4.9045653,4.3407431,.68846607,3.4595065,5.2219796
Brazil,2023,BRA2023,BRA,76,140,3,5.278801,.61894202,4.4865551,6.0710468,4.1981812,.52572316,3.5252554,4.8711066,4.7893066,.56398833,4.0674014,5.5112119,3.6432874,.543598,2.9474819,4.3390927,10,0,10,10,6.6140614,.78870159,5.6045232,7.6235995,6.8704305,.78422433,5.8666234,7.8742375,7.0056906,.70675004,6.1010504,7.9103308,9.2671013,.710388,8.3578043,10.176398,3.5458033,.81634736,2.5008786,4.5907278,6.9258389,.74849749,5.967762,7.8839159
Fiji,2017,FJI2017,FJI,242,950,4,8.2928371,.30845627,7.8980131,8.6876612,7.052309,.62870967,6.2475605,7.8570576,5.469275,.56378013,4.7476363,6.1909137,4.8388238,.46767858,4.2401953,5.4374523,10,0,10,10,2.841465,.47992185,2.227165,3.455765,4.3655992,.8870101,3.2302263,5.5009723,3.5902951,.68200791,2.717325,4.4632654,,,,,6.5662489,.81660938,5.5209889,7.6115088,3.1522336,.85170013,2.0620575,4.2424097
Fiji,2018,FJI2018,FJI,242,950,4,8.5507069,.23399965,8.2511873,8.8502264,7.8213124,.36435112,7.3549428,8.2876816,5.9272537,.34083992,5.4909787,6.3635287,5.3635488,.28307727,5.0012097,5.7258878,10,0,10,10,3.6206498,.30536398,3.229784,4.0115156,5.0764871,.43109119,4.5246902,5.628284,4.1364102,.31275722,3.7360809,4.5367393,,,,,7.2447219,.75642198,6.2765017,8.2129421,3.9373245,.67268288,3.0762904,4.7983584
Fiji,2019,FJI2019,FJI,242,950,4,8.7835875,.29097703,8.4111366,9.1560383,8.1256084,.34213921,7.6876702,8.5635462,6.4399676,.40357372,5.9233932,6.956542,6.1156106,.24185719,5.8060336,6.4251876,10,0,10,10,3.875083,.24023582,3.5675812,4.1825848,4.9658117,.41506636,4.4345269,5.4970965,3.9335568,.28115326,3.5736806,4.2934332,,,,,7.5278816,.75683427,6.5591335,8.4966297,3.9906366,.67243958,3.129914,4.8513594
Fiji,2020,FJI2020,FJI,242,950,4,8.147687,.20066334,7.8908377,8.4045362,7.9897966,.22709703,7.6991124,8.2804804,6.5159092,.30779192,6.1219354,6.909883,6.2260504,.28369859,5.862916,6.5891848,10,0,10,10,4.2925358,.36439845,3.8261058,4.758966,5.9822264,.41432509,5.4518905,6.5125623,4.0919905,.39207149,3.5901389,4.593842,,,,,7.2684708,.71846437,6.3488364,8.1881056,4.3256874,.72562027,3.3968935,5.2544813
Fiji,2021,FJI2021,FJI,242,950,4,8.0471325,.19670308,7.7953525,8.298912,7.9734716,.20922321,7.7056661,8.2412777,6.6001263,.26803368,6.2570434,6.9432092,6.2166438,.31294438,5.8160748,6.6172128,10,0,10,10,4.5511732,.43495023,3.994437,5.1079097,6.2590976,.4248049,5.7153473,6.8028479,4.2501926,.47970346,3.6361723,4.864213,,,,,7.1514382,.74079806,6.2032166,8.0996599,4.7289,.70678359,3.8242168,5.6335831
Fiji,2022,FJI2022,FJI,242,950,4,8.1722536,.32260033,7.759325,8.5851822,7.9512377,.33839032,7.5180979,8.3843775,6.463088,.43537372,5.9058099,7.0203662,5.7582307,.42614633,5.2127633,6.3036981,10,0,10,10,3.9085405,.60340554,3.1361814,4.6808996,5.5349216,.79964709,4.5113735,6.5584698,4.307539,.73878068,3.3618996,5.2531781,,,,,7.1467099,.73023242,6.2120123,8.0814075,4.3698282,.78100556,3.370141,5.3695154
Kazakhstan,2017,KAZ2017,KAZ,398,705,5,7.3832922,.27935165,7.025722,7.7408624,7.1871791,.38780585,6.6907878,7.6835704,4.248435,.48201615,3.6314545,4.8654156,4.5200615,.35042593,4.0715165,4.9686065,10,0,10,10,1.9252887,.49203295,1.2954865,2.5550909,1.8291453,.5118252,1.1740091,2.4842815,1.1631721,.53784162,.47473484,1.8516093,,,,,6.102797,.73628187,5.160356,7.045238,.99999988,.75081933,.038951144,1.9610486
Kazakhstan,2018,KAZ2018,KAZ,398,705,5,7.3064179,.21909992,7.02597,7.5868659,7.3501959,.24070996,7.0420871,7.6583047,4.4743166,.31995097,4.0647793,4.8838539,4.3499885,.20018783,4.0937481,4.6062288,10,0,10,10,2.7061584,.19808495,2.4526098,2.959707,3.0446839,.2425127,2.7342677,3.3551002,2.6768439,.23696043,2.3735344,2.9801533,,,,,6.0041308,.74792826,5.0467825,6.9614792,2.4638867,.66083062,1.6180235,3.3097498
Kazakhstan,2019,KAZ2019,KAZ,398,705,5,6.5590181,.3907862,6.0588117,7.0592246,6.9951568,.27543232,6.6426034,7.3477101,3.373369,.22550729,3.0847197,3.6620183,3.9065785,.17687854,3.6801741,4.1329832,10,0,10,10,2.9421079,.15582468,2.7426524,3.1415634,3.0486355,.16996714,2.8310776,3.2661934,3.1383014,.14674065,2.9504733,3.3261294,,,,,5.1359534,.74552286,4.181684,6.0902228,2.6431706,.64596915,1.8163301,3.470011
Kazakhstan,2020,KAZ2020,KAZ,398,705,5,6.6302409,.32676777,6.211978,7.0485039,7.0027533,.3090995,6.6071057,7.3984008,4.1078734,.25891921,3.7764568,4.43929,4.1327157,.22205889,3.8484802,4.4169512,10,0,10,10,3.3875566,.20311296,3.1275721,3.647541,3.2973175,.24537942,2.9832318,3.6114032,3.3169937,.23868454,3.0114775,3.62251,,,,,5.4277391,.74343687,4.47614,6.3793383,2.9878073,.64809012,2.158252,3.8173625
Kazakhstan,2021,KAZ2021,KAZ,398,705,5,6.7561603,.38004419,6.2697039,7.2426167,6.6968093,.38780093,6.2004242,7.1931944,4.7168202,.35023224,4.2685227,5.1651177,4.775116,.33854896,4.3417735,5.2084584,10,0,10,10,3.8830061,.29160145,3.5097563,4.2562561,3.7172935,.32667553,3.2991488,4.135438,3.6094432,.32371652,3.195086,4.0238004,,,,,5.4897265,.70574415,4.5863738,6.3930793,3.3932798,.66149724,2.5465634,4.2399964
Kazakhstan,2022,KAZ2022,KAZ,398,705,5,6.5377049,.39827031,6.0279188,7.0474911,5.527071,.43025559,4.9763436,6.0777984,4.0627761,.3161253,3.6581357,4.4674163,3.5623741,.28293481,3.2002175,3.9245307,10,0,10,10,3.6375835,.19877444,3.3831522,3.8920147,3.5089426,.27146882,3.1614625,3.8564227,3.2797771,.24180743,2.9702635,3.5892906,5.7944446,.5846833,5.0460501,6.5428391,4.6848679,.75180584,3.7225564,5.6471791,3.1599693,.66683364,2.3064222,4.0135164
Kazakhstan,2023,KAZ2023,KAZ,398,705,5,7.7935448,.43067101,7.2422857,8.3448038,7.094914,.47961119,6.4810119,7.7088161,5.6063776,.36338198,5.1412487,6.0715065,5.0809708,.38271171,4.5910997,5.5708418,10,0,10,10,4.1294675,.42830098,3.5812423,4.6776929,3.4061716,.33642352,2.9755495,3.8367937,3.664695,.34026682,3.2291534,4.1002364,5.8205457,.60098934,5.0512795,6.5898118,6.4038982,.76017076,5.4308796,7.3769169,3.4988585,.64097905,2.6784053,4.3193116
Kyrgyzstan,2017,KGZ2017,KGZ,417,703,6,7.8970637,.38116708,7.4091697,8.3849573,8.0454044,.36327627,7.580411,8.5103979,5.5597138,.51386636,4.9019647,6.217463,4.5873122,.32179248,4.1754179,4.9992065,10,0,10,10,4.660521,.85064399,3.5716968,5.7493453,3.8767982,.8654176,2.7690637,4.9845328,5.3724341,.60366422,4.5997438,6.1451244,,,,,7.0772495,.79436845,6.0604577,8.0940409,4.6887903,.79204607,3.6749713,5.7026091
Kyrgyzstan,2018,KGZ2018,KGZ,417,703,6,8.0840626,.36210009,7.6205745,8.5475512,8.0170183,.26766977,7.6744008,8.3596354,6.0712852,.38022983,5.5845909,6.5579796,5.0589147,.29218414,4.6849189,5.4329104,10,0,10,10,5.3719578,.33398637,4.9444551,5.7994604,5.7621446,.46808323,5.1629982,6.3612909,6.1495194,.40029934,5.6371365,6.6619024,,,,,7.0787325,.75148326,6.1168337,8.0406313,5.6396074,.68721449,4.759973,6.5192418
Kyrgyzstan,2019,KGZ2019,KGZ,417,703,6,8.5721025,.47996622,7.9577456,9.1864595,7.9631147,.31362766,7.5616713,8.3645582,5.6125717,.64771748,4.7834935,6.4416499,5.3028474,.33897689,4.868957,5.7367377,10,0,10,10,3.9871492,.29132026,3.6142592,4.3600392,4.957128,.41808394,4.4219804,5.4922757,5.8522491,.32796061,5.4324594,6.2720389,,,,,7.2582946,.75075227,6.2973318,8.2192574,4.8854866,.70040214,3.9889719,5.7820015
Kyrgyzstan,2020,KGZ2020,KGZ,417,703,6,7.8111076,.379574,7.325253,8.2969627,7.4855485,.31729415,7.079412,7.891685,5.4874883,.4442769,4.9188137,6.0561628,4.866519,.21629521,4.5896611,5.1433768,10,0,10,10,4.2380977,.39136139,3.7371552,4.7390404,4.7391901,.40286547,4.2235222,5.254858,5.6202431,.42552027,5.0755773,6.1649089,,,,,6.6276088,.7691617,5.6430817,7.6121359,4.8341007,.69025236,3.9505777,5.7176237
Kyrgyzstan,2021,KGZ2021,KGZ,417,703,6,7.705708,.30487716,7.3154655,8.0959511,7.5673699,.27167359,7.2196279,7.915112,5.3511992,.23997805,5.0440273,5.658371,5.2038989,.21868806,4.9239783,5.4838195,10,0,10,10,4.9998517,.40547007,4.4808502,5.5188532,5.6722069,.41971529,5.1349711,6.2094426,5.2434382,.36717045,4.7734599,5.7134166,,,,,6.6092095,.70772368,5.7033234,7.5150957,5.0899763,.68987942,4.2069306,5.973022
Kyrgyzstan,2022,KGZ2022,KGZ,417,703,6,7.7927589,.3078793,7.3986735,8.1868448,7.5549917,.34755021,7.1101274,7.999856,4.9852562,.26785275,4.6424046,5.3281078,5.3631186,.28749469,4.9951253,5.731112,10,0,10,10,3.9460554,.30518356,3.5554204,4.3366904,4.6406145,.47093719,4.0378151,5.2434139,3.7570927,.30760372,3.3633599,4.1508255,6.8467865,.49519157,6.2129412,7.4806318,6.5383954,.73046196,5.603404,7.4733868,3.8290281,.70469326,2.9270208,4.7310357
Kyrgyzstan,2023,KGZ2023,KGZ,417,703,6,7.2193174,.69120908,6.3345699,8.1040649,6.6984529,.57306916,5.9649243,7.4319816,4.0622182,.4338209,3.5069275,4.6175089,4.790175,.39937389,4.2789764,5.3013735,10,0,10,10,3.2659483,.37068939,2.7914658,3.7404308,3.3079579,.49277085,2.6772113,3.9387045,3.3326056,.36227471,2.8688939,3.7963173,6.8843269,.67554504,6.0196295,7.7490244,5.8305469,.94841319,4.6165781,7.0445156,3.0037181,.68557209,2.1261859,3.8812504
Liberia,2017,LBR2017,LBR,430,450,7,7.1615067,.54089707,6.4691582,7.8538551,6.7644014,.6204679,5.9702024,7.5586004,5.9778242,.72537738,5.0493412,6.9063072,5.138154,.78245646,4.1366096,6.1396985,10,0,10,10,8.4882402,1.0690271,7.1198854,9.856595,8.1407003,1.0202631,6.8347635,9.4466372,9.0323792,.99947381,7.7530527,10.311706,,,,,5.9777822,.85411686,4.8845129,7.0710516,9.0371456,.81271493,7.9968705,10.077421
Liberia,2018,LBR2018,LBR,430,450,7,8.0502081,.35713029,7.5930815,8.5073347,7.2055459,.43112168,6.6537104,7.7573814,6.2543874,.51532,5.5947776,6.9139972,6.3064418,.4126581,5.7782393,6.8346443,10,0,10,10,6.1847482,.49597099,5.5499053,6.819591,6.3481731,.94393694,5.1399341,7.5564122,6.4660182,.58668751,5.7150583,7.2169781,,,,,6.9635935,.74238038,6.0133467,7.9138403,6.1217518,.73869205,5.1762261,7.0672774
Liberia,2019,LBR2019,LBR,430,450,7,7.1037874,.58932155,6.3494558,7.858119,6.4075274,.7086255,5.5004869,7.314568,4.1286001,.85402894,3.0354431,5.2217569,5.5165939,.47096172,4.913763,6.1194248,10,0,10,10,4.1593852,.41488802,3.6283286,4.6904421,4.3330154,.40864637,3.809948,4.8560829,4.5868411,.55922931,3.8710275,5.3026547,,,,,5.8384671,.90516925,4.6798506,6.9970837,4.0193691,.68269819,3.1455154,4.8932228
Liberia,2020,LBR2020,LBR,430,450,7,6.5728908,.93750662,5.3728824,7.7728992,6.0422125,.91257703,4.874114,7.2103109,6.3782845,1.1921543,4.8523269,7.904242,5.2013388,.52361524,4.5311112,5.8715663,10,0,10,10,4.150744,.4930487,3.5196416,4.7818465,5.2819281,.63104886,4.4741855,6.0896707,4.1938949,.67879134,3.325042,5.062748,,,,,5.6576018,1.0746013,4.2821121,7.0330915,4.0405707,.87062037,2.9261765,5.1549649
Liberia,2021,LBR2021,LBR,430,450,7,6.7167044,.58125889,5.972693,7.4607158,7.1869688,.6094709,6.406846,7.9670916,7.0584292,.70116186,6.1609421,7.9559164,6.0466051,.76806074,5.0634875,7.0297227,10,0,10,10,5.010983,1.0505419,3.6662893,6.3556767,5.2211113,1.1732917,3.7192979,6.7229247,5.4509892,.84816587,4.3653369,6.5366416,,,,,6.1334882,.85265744,5.0420866,7.2248898,5.0370073,.90400726,3.879878,6.1941366
Liberia,2022,LBR2022,LBR,430,450,7,6.9382968,.52879101,6.2614441,7.6151495,7.3828135,.46710458,6.7849197,7.9807072,6.8674874,.5430392,6.1723971,7.5625777,5.8194685,.60899335,5.039957,6.5989799,10,0,10,10,5.4559865,.93921298,4.2537937,6.6581793,6.9591532,.75169754,5.9969802,7.9213262,5.8886199,.60317379,5.1165576,6.6606822,,,,,6.0987906,.77168465,5.1110344,7.0865469,5.8482485,.79102486,4.8357368,6.8607602
Liberia,2023,LBR2023,LBR,430,450,7,7.7410755,.58264858,6.9952855,8.486866,7.3812346,.62582439,6.5801792,8.1822901,6.4932966,.66030246,5.6481094,7.3384838,5.8870292,.75794083,4.9168649,6.8571935,10,0,10,10,5.9691596,1.1464741,4.5016727,7.4366465,7.2300143,.71054006,6.3205233,8.1395054,6.3617554,.6685856,5.5059657,7.217545,,,,,6.6758904,.89937341,5.5246925,7.8270884,6.4875407,.85470307,5.3935208,7.5815606
Mexico,2017,MEX2017,MEX,484,70,8,3.0284972,.58677924,2.2774198,3.7795746,3.9944005,.49006051,3.3671231,4.6216779,3.4107378,.45989621,2.8220706,3.9994049,3.0964351,.41162178,2.5695591,3.623311,10,0,10,10,3.4759438,.71764904,2.557353,4.3945346,4.3511257,.87750429,3.2279203,5.4743314,4.9327168,.74464113,3.9795761,5.8858576,,,,,2.0371001,.82124794,.98590273,3.0882974,3.9142835,.87540644,2.7937632,5.0348039
Mexico,2018,MEX2018,MEX,484,70,8,2.7961192,.43368727,2.2409995,3.351239,4.205133,.4018541,3.6907597,4.7195063,3.5366366,.36240327,3.0727603,4.0005126,3.2949312,.25511736,2.9683809,3.6214814,10,0,10,10,3.9014552,.29940334,3.518219,4.2846913,6.1020508,.46221361,5.5104175,6.6936841,5.7686987,.31320995,5.3677897,6.1696076,,,,,1.8154311,.78057128,.81629986,2.8145623,5.0822926,.68440694,4.2062516,5.9583335
Mexico,2019,MEX2019,MEX,484,70,8,3.0111787,.48906949,2.3851697,3.6371877,4.7521229,.33089826,4.3285732,5.1756725,4.141654,.40214753,3.6269052,4.6564031,3.6241572,.20710123,3.3590677,3.8892467,10,0,10,10,4.521431,.24981637,4.2016659,4.8411961,6.3652239,.27073976,6.0186768,6.711771,6.3960643,.26578593,6.0558581,6.7362704,,,,,2.403672,.75284934,1.4400249,3.3673191,5.6338115,.65981877,4.7892432,6.4783797
Mexico,2020,MEX2020,MEX,484,70,8,3.8552723,.42757955,3.3079705,4.4025741,4.9078112,.31285167,4.5073609,5.3082614,5.2947488,.48689073,4.6715288,5.9179688,4.0681558,.30026132,3.6838212,4.4524903,10,0,10,10,4.4738808,.33758187,4.0417762,4.9059854,6.2208776,.30712631,5.8277559,6.6139994,5.7592721,.31889811,5.3510823,6.1674619,,,,,3.2868464,.81427467,2.2445748,4.3291178,5.3095694,.6500051,4.4775629,6.1415758
Mexico,2021,MEX2021,MEX,484,70,8,4.3212652,.43953001,3.7586668,4.8838634,5.3511758,.39012808,4.8518119,5.8505397,6.2138085,.52584875,5.5407224,6.8868947,4.5530062,.46309581,3.9602435,5.1457686,10,0,10,10,4.2886348,.37756297,3.8053541,4.7719154,6.2108727,.3802962,5.7240934,6.6976519,5.5325942,.40572453,5.013267,6.0519214,,,,,3.4778163,.78367507,2.4747121,4.4809203,5.1862221,.69548965,4.2959952,6.0764489
Mexico,2022,MEX2022,MEX,484,70,8,4.188952,.47978622,3.5748255,4.8030782,5.5987101,.41734287,5.0645113,6.1329088,4.7889867,.57591426,4.0518165,5.5261569,3.9605501,.32329902,3.5467274,4.374373,10,0,10,10,4.1206355,.45009872,3.5445092,4.6967621,6.349802,.51761353,5.6872568,7.0123472,5.9719281,.39845493,5.461906,6.4819503,9.7437029,.89140785,8.6027012,10.884705,3.3166971,.78593129,2.3107052,4.3226891,5.4252968,.7230137,4.4998393,6.3507543
Mexico,2023,MEX2023,MEX,484,70,8,4.6136746,.69026732,3.7301326,5.4972167,5.4778743,.36661097,5.0086122,5.9471364,4.2625985,.76777452,3.2798471,5.2453499,4.3723865,.34743059,3.9276752,4.8170977,10,0,10,10,4.1952286,.65787065,3.3531542,5.037303,6.3404965,.72985768,5.4062786,7.2747145,5.9342546,.51339108,5.2771139,6.5913954,9.7500019,.90903324,8.5864391,10.913565,3.4882407,.86579162,2.3800275,4.5964541,5.263279,.68581104,4.3854408,6.1411171
