Country,iso3c,Year,Flag_HiY,Flag_LoworLowerMiddle,AdultSurvival_All,AdultSurvival_All_Source,AdultSurvival_Female,AdultSurvival_Female_Source,AdultSurvival_Male,AdultSurvival_Male_Source,AffordHouse,AffordHouse_Source,BasicSanitation,BasicSanitation_Source,Contraception,Contraception_Source,FoodSecure_All,FoodSecure_All_Source,FoodSecure_Female,FoodSecure_Female_Source,FoodSecure_Male,FoodSecure_Male_Source,GDP,GDP_Source,H_EducQual_All,H_EducQual_All_Source,H_EducQual_Female,H_EducQual_Female_Source,H_EducQual_Male,H_EducQual_Male_Source,NotAbsPoor,NotAbsPoor_Source,NotLowBirWt,NotLowBirWt_Source,NotLTUnemploy_All,NotLTUnemploy_All_Source,NotLTUnemploy_Female,NotLTUnemploy_Female_Source,NotLTUnemploy_Male,NotLTUnemploy_Male_Source,NotRelPoor,NotRelPoor_Source,NotStunted_All,NotStunted_All_Source,NotStunted_Female,NotStunted_Female_Source,NotStunted_Male,NotStunted_Male_Source,PISAaverage_All,PISAaverage_All_Source,PISAaverage_Female,PISAaverage_Female_Source,PISAaverage_Male,PISAaverage_Male_Source,PISAmath_All,PISAmath_All_Source,PISAmath_Female,PISAmath_Female_Source,PISAmath_Male,PISAmath_Male_Source,PISAreading_All,PISAreading_All_Source,PISAreading_Female,PISAreading_Female_Source,PISAreading_Male,PISAreading_Male_Source,PISAscience_All,PISAscience_All_Source,PISAscience_Female,PISAscience_Female_Source,PISAscience_Male,PISAscience_Male_Source,SafeSanitation,SafeSanitation_Source,SeniorSurvival_All,SeniorSurvival_All_Source,SeniorSurvival_Female,SeniorSurvival_Female_Source,SeniorSurvival_Male,SeniorSurvival_Male_Source,TotNetPrimEn_All,TotNetPrimEn_All_Source,TotNetPrimEn_Female,TotNetPrimEn_Female_Source,TotNetPrimEn_Male,TotNetPrimEn_Male_Source,TotNetUpSecEn_All,TotNetUpSecEn_All_Source,TotNetUpSecEn_Female,TotNetUpSecEn_Female_Source,TotNetUpSecEn_Male,TotNetUpSecEn_Male_Source,U5Survival_All,U5Survival_All_Source,U5Survival_Female,U5Survival_Female_Source,U5Survival_Male,U5Survival_Male_Source,WaterInHome,WaterInHome_Source
American Samoa,ASM,1990,0,0,81.82854551,standard,87.90314884,standard,76.86025414,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.476103,standard,47.47159587,standard,29.47438165,standard,,,,,,,,,,,,,97.833546,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.404261,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,97.833546,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,,
American Samoa,ASM,1991,0,0,82.7620723,standard,87.85673539,standard,78.53330645,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.05458681,standard,47.23378038,standard,32.18079193,standard,,,,,,,,,,,,,98.034365,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.420791,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.034365,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,,
American Samoa,ASM,1992,0,0,82.88132113,standard,87.94058091,standard,78.66405457,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.03584054,standard,47.37642096,standard,32.01152694,standard,,,,,,,,,,,,,98.110429,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.464718,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.110429,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,,
American Samoa,ASM,1993,0,0,83.06200618,standard,87.98714566,standard,78.93337631,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.10832253,standard,47.37262006,standard,32.10460128,standard,,,,,,,,,,,,,98.167403,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.532317,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.167403,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,,
American Samoa,ASM,1994,0,0,83.17903648,standard,87.97295602,standard,79.11874272,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0384601,standard,47.15328456,standard,32.05626849,standard,,,,,,,,,,,,,98.19362,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.60743,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.19362,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,,
American Samoa,ASM,1995,0,0,83.54966381,standard,88.1161035,standard,79.62826966,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.61691808,standard,47.41320742,standard,32.66746949,standard,,,,,,,,,,,,,98.222491,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.688921,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.222491,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,,
American Samoa,ASM,1996,0,0,83.58712005,standard,88.16236366,standard,79.63370899,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.50360319,standard,47.36224626,standard,32.28590223,standard,,,,,,,,,,,,,98.202868,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.742031,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.202868,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,,
American Samoa,ASM,1997,0,0,83.88677991,standard,88.21114142,standard,80.11498919,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.93095249,standard,47.3219472,standard,32.89179021,standard,,,,,,,,,,,,,98.209373,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.790495,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.209373,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,,
American Samoa,ASM,1998,0,0,83.96079721,standard,88.23556811,standard,80.21535495,standard,,,,,32,WHO_Department of Health.American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.87115653,standard,47.21766778,standard,32.73515113,standard,,,,,,,,,,,,,98.179633,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.846178,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.179633,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,,
American Samoa,ASM,1999,0,0,83.7406341,standard,87.75796191,standard,80.1930013,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.93983618,standard,45.53795046,standard,32.34103929,standard,,,,,,,,,,,,,98.137561,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.722829,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.137561,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,,
American Samoa,ASM,2000,0,0,83.73521093,standard,87.70911115,standard,80.19432614,standard,,,64.60221264,standard,33,"WHO_Department of Health, American Samoa.",,,,,,,,,,,,,,,,,97,"Western Pacific Country Health Information Profiles 2005, https://iris.wpro.who.int/handle/10665.1/13994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.59146531,standard,38.67682597,standard,45.23772129,standard,32.02101052,standard,,,,,,,,,,,,,98.064839,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.683301,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.064839,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,80.57519,standard
American Samoa,ASM,2001,0,0,83.65564795,standard,87.93594005,standard,79.8149008,standard,,,64.59400206,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.56231506,standard,38.38249334,standard,45.82603122,standard,30.95349503,standard,,,,,,,,,,,,,98.050588,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.680075,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.050588,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,81.61671,standard
American Samoa,ASM,2002,0,0,84.09719186,standard,88.22360337,standard,80.34789848,standard,,,64.58579149,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.53316481,standard,39.21767381,standard,46.64410193,standard,31.78016643,standard,,,,,,,,,,,,,98.163441,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.754469,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.163441,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,82.66264,standard
American Samoa,ASM,2003,0,0,84.00989301,standard,88.13820926,standard,80.20208542,standard,,,64.57758091,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.50401456,standard,39.03720549,standard,46.5467411,standard,31.60477773,standard,,,,,,,,,,,,,98.135747,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.649541,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.135747,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,83.71297,standard
American Samoa,ASM,2004,0,0,84.94306833,standard,88.47156891,standard,81.6160892,standard,,,64.56937033,standard,,,,,,,,,,,,,,,,,,,96.67,"Western Pacific Country Health Information Profiles 2006, https://iris.wpro.who.int/handle/10665.1/10902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.47486431,standard,40.66198568,standard,47.32333686,standard,33.99610332,standard,,,,,,,,,,,,,98.538959,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.021513,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.538959,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,84.7677,standard
American Samoa,ASM,2005,0,0,85.18636651,standard,88.63299716,standard,81.90168696,standard,,,64.56115976,standard,,,,,,,,,,,,,,,,,,,96.22,"Western Pacific Country Health Information Profiles 2007, https://iris.wpro.who.int/handle/10665.1/10897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44571406,standard,41.03733887,standard,47.82306484,standard,34.37811226,standard,,,,,,,,,,,,,98.698947,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.120002,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.698947,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,85.82683,standard
American Samoa,ASM,2006,0,0,85.03718385,standard,88.04062215,standard,82.14177155,standard,,,64.55294918,standard,,,,,,,,,,,,,,,,,,,97.15,"Western Pacific Country Health Information Profiles 2010, https://iris.wpro.who.int/handle/10665.1/5511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.41656381,standard,40.17765372,standard,45.87687851,standard,34.66198677,standard,,,,,,,,,,,,,98.695219,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.031026,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.695219,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,86.89037,standard
American Samoa,ASM,2007,0,0,85.11238659,standard,88.0669269,standard,82.23966955,standard,,,64.5447386,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.38741356,standard,40.13028309,standard,45.94433917,standard,34.62440679,standard,,,,,,,,,,,,,98.723759,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.033768,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.723759,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,87.95832,standard
American Samoa,ASM,2008,0,0,85.05998099,standard,88.08420149,standard,82.09162877,standard,,,64.53652803,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.35826331,standard,39.76381539,standard,45.96368782,standard,33.97847602,standard,,,,,,,,,,,,,98.737102,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.031637,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.737102,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,89.03066,standard
American Samoa,ASM,2009,0,0,83.08788391,standard,85.7377213,standard,80.45393207,standard,,,63.38461659,standard,,,,,,,,,,,,,,,,,,,97.3,Maternal and Child Health Survyes Title V Block Grand: American Samoa 2018 Annual Report - https://mchb.tvisdata.hrsa.gov/uploadedfiles/StateSubmittedFiles/2020/AS/AS_TitleV_PrintVersion_FY20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5434232,standard,38.60865541,standard,44.88411061,standard,32.76000855,standard,,,,,,,,,,,,,98.280443,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.473185,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.280443,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,90.10741,standard
American Samoa,ASM,2010,0,0,85.11722185,standard,88.16309077,standard,82.09677818,standard,,,62.23299621,standard,,,,,,,,,,,,,,,,,,,96.3,Maternal and Child Health Survyes Title V Block Grand: American Samoa 2018 Annual Report - https://mchb.tvisdata.hrsa.gov/uploadedfiles/StateSubmittedFiles/2020/AS/AS_TitleV_PrintVersion_FY20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.72961641,standard,39.30081654,standard,45.88244815,standard,33.15933509,standard,,,,,,,,,,,,,98.778659,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.013537,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.778659,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,91.18857,standard
American Samoa,ASM,2011,0,0,85.22510625,standard,88.23667754,standard,82.23226622,standard,,,61.08166687,standard,,,,,,,,,,,,,,,,,,,95.7,Maternal and Child Health Survyes Title V Block Grand: American Samoa 2018 Annual Report - https://mchb.tvisdata.hrsa.gov/uploadedfiles/StateSubmittedFiles/2020/AS/AS_TitleV_PrintVersion_FY20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.91684294,standard,39.2681098,standard,45.91327003,standard,33.07035196,standard,,,,,,,,,,,,,98.810666,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.007657,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.810666,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,92.27413,standard
American Samoa,ASM,2012,0,0,85.51377476,standard,88.56135281,standard,82.48490274,standard,,,59.93062858,standard,,,,,,,,,,,,,,,,,,,94.8,Maternal and Child Health Survyes Title V Block Grand: American Samoa 2018 Annual Report - https://mchb.tvisdata.hrsa.gov/uploadedfiles/StateSubmittedFiles/2020/AS/AS_TitleV_PrintVersion_FY20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.10510279,standard,39.78995546,standard,46.77574245,standard,33.27534639,standard,,,,,,,,,,,,,98.833932,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.020281,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.833932,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,93.36409,standard
American Samoa,ASM,2013,0,0,85.4826836,standard,88.58679991,standard,82.40102341,standard,,,58.77988134,standard,,,,,,,,,,,,,,,,,,,96.7,Maternal and Child Health Survyes Title V Block Grand: American Samoa 2018 Annual Report - https://mchb.tvisdata.hrsa.gov/uploadedfiles/StateSubmittedFiles/2020/AS/AS_TitleV_PrintVersion_FY20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.29439596,standard,39.49523858,standard,46.67183613,standard,32.78689554,standard,,,,,,,,,,,,,98.826983,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.026482,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.826983,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,94.45845,standard
American Samoa,ASM,2014,0,0,85.61744868,standard,88.6145586,standard,82.64673838,standard,,,57.62942515,standard,,,,,,,,,,,,,,,,,,,95.5,Maternal and Child Health Survyes Title V Block Grand: American Samoa 2018 Annual Report - https://mchb.tvisdata.hrsa.gov/uploadedfiles/StateSubmittedFiles/2020/AS/AS_TitleV_PrintVersion_FY20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.48472245,standard,39.64458293,standard,46.57990808,standard,33.01594129,standard,,,,,,,,,,,,,98.816002,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.055838,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.816002,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,95.55722,standard
American Samoa,ASM,2015,0,0,85.86133296,standard,88.85304746,standard,82.90034127,standard,,,56.47926001,standard,,,,,,,,,,,,,,,,,,,96.8,Maternal and Child Health Survyes Title V Block Grand: American Samoa 2018 Annual Report - https://mchb.tvisdata.hrsa.gov/uploadedfiles/StateSubmittedFiles/2020/AS/AS_TitleV_PrintVersion_FY20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.67608225,standard,40.13127726,standard,47.19407367,standard,33.27734137,standard,,,,,,,,,,,,,98.806591,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.143322,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.806591,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,96.6604,standard
American Samoa,ASM,2016,0,0,85.71758298,standard,89.02657842,standard,82.44920226,standard,,,55.32938592,standard,,,,,,,,,,,,,,,,,,,94.8,Maternal and Child Health Survyes Title V Block Grand: American Samoa 2018 Annual Report - https://mchb.tvisdata.hrsa.gov/uploadedfiles/StateSubmittedFiles/2020/AS/AS_TitleV_PrintVersion_FY20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.86847537,standard,39.53173978,standard,47.56425396,standard,31.86100315,standard,,,,,,,,,,,,,98.76569,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.167427,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.76569,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,97.76797,standard
American Samoa,ASM,2017,0,0,85.9247356,standard,89.29853115,standard,82.58535043,standard,,,54.17980287,standard,,,,,,,,,,,,,,,,,,,95.8,Maternal and Child Health Survyes Title V Block Grand: American Samoa 2018 Annual Report - https://mchb.tvisdata.hrsa.gov/uploadedfiles/StateSubmittedFiles/2020/AS/AS_TitleV_PrintVersion_FY20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.06190182,standard,39.82136179,standard,48.22761957,standard,31.75192418,standard,,,,,,,,,,,,,98.756385,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.18705,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.756385,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.87995,standard
American Samoa,ASM,2018,0,0,86.00598537,standard,89.380571,standard,82.65446122,standard,,,54.17290202,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0374015,standard,39.69606295,standard,48.21672617,standard,31.45260013,standard,,,,,,,,,,,,,98.786906,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.174851,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.786906,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.87995,standard
American Samoa,ASM,2019,0,0,85.82133337,standard,89.35392924,standard,82.32301082,standard,,,54.16600116,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.01290119,standard,38.83883436,standard,47.75972021,standard,30.19663188,standard,,,,,,,,,,,,,98.82665,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.16184,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.82665,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.87995,standard
American Samoa,ASM,2020,0,0,86.09494149,standard,89.45971477,standard,82.76397209,standard,,,54.1591003,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.98840087,standard,39.19981778,standard,47.75082211,standard,30.67063066,standard,,,,,,,,,,,,,98.868886,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.110668,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.868886,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.87995,standard
American Samoa,ASM,2021,0,0,86.19465423,standard,90.97573714,standard,81.54853852,standard,,,54.15219944,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.96390056,standard,39.71493358,standard,53.01421781,standard,27.46679686,standard,,,,,,,,,,,,,98.827172,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,99.044399,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.827172,United Nations Population Division Retrieved 1_20_24 from https://population.un.org/wpp/download/standard/mortality/,98.87995,standard
Cook Islands,COK,1990,1,0,75.44915776,standard,81.45946797,standard,70.3534115,standard,,,,,45.9,UNPD modern contraceptive use_married or in union retrieved 1_28_24 from https://population.un.org/dataportal/home?df=6db4f499-893c-4023-af9b-aedcdac7e2f24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6745593,standard,44.68116393,standard,27.68851842,standard,,,,,,,,,,,,,97.496,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,97.725,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,97.496,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,,
Cook Islands,COK,1991,1,0,76.73634856,standard,83.10976933,standard,71.31260187,standard,,,,,46.6,UNPD modern contraceptive use_married or in union retrieved 1_28_24 from https://population.un.org/dataportal/home?df=6db4f499-893c-4023-af9b-aedcdac7e2f25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.28152703,standard,45.77652367,standard,27.98551981,standard,,,,,,,,,,,,,97.503,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,97.735,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,97.503,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,,
Cook Islands,COK,1992,1,0,76.8112773,standard,83.31685471,standard,71.20399683,standard,,,,,47.3,UNPD modern contraceptive use_married or in union retrieved 1_28_24 from https://population.un.org/dataportal/home?df=6db4f499-893c-4023-af9b-aedcdac7e2f26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.32740531,standard,45.97094938,standard,27.95628491,standard,,,,,,,,,,,,,97.513,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,97.748,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,97.513,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,,
Cook Islands,COK,1993,1,0,77.25820927,standard,83.43155793,standard,71.84521869,standard,,,,,47.9,UNPD modern contraceptive use_married or in union retrieved 1_28_24 from https://population.un.org/dataportal/home?df=6db4f499-893c-4023-af9b-aedcdac7e2f27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74943996,standard,46.12511285,standard,28.44076025,standard,,,,,,,,,,,,,97.539,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,97.766,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,97.539,Retrieved 1_19_24 from https://www.who.int/data/gho/data/themes/topics/topic-details/GHO/child-mortality-and-causes-of-death,,
